"Category";"Time (MM:SS.SSS)";"Scrambler";"Date";"Penalty +2 (yes or no)";"DNF (yes or no)";"Section"
3x3x3;00:23.766;R' B2 L' D' B' D' R U2 B L' B R2 L2 F2 R2 D2 F' U2 F2;2019-06-20 22:22;no;no;1561060185632;
3x3x3;00:24.619;B2 L2 F' D2 U2 B2 F' R2 U2 L D R F R' U' F R2 D2 B F2;2019-06-20 22:19;no;no;1561060185632;
3x3x3;00:25.455;R L2 B2 L D' L' U2 F U' D' B' R2 U2 R2 L2 F2 D2 F;2019-06-20 22:13;no;no;1561060185632;
3x3x3;00:20.144;D' F L B2 L U F U2 B2 L F' R2 D2 R2 B U2 F' B2 D2;2019-06-20 22:06;no;no;1561060185632;
3x3x3;00:27.006;B' F2 R2 B' R2 U2 R2 D2 L' F' U B D F2 D' U R U2 F2;2019-06-20 22:04;no;no;1561060185632;
3x3x3;00:24.390;R' U2 F2 R2 U2 L U2 R' B U F2 L' R2 D' B2 L' B' L' R';2019-06-20 22:03;no;no;1561060185632;
3x3x3;00:22.930;L2 R2 U' F2 L2 B2 D2 F2 L F' U2 L R B2 U2 F R2 U';2019-06-20 22:01;no;no;1561060185632;
3x3x3;00:21.383;R' F' B' D F2 U' F' B' U' R U2 F' D2 F2 D2 L2 U2 R2 F U2 F;2019-06-20 22:00;no;no;1561060185632;
3x3x3;00:22.345;R2 U2 F' L' B' R U2 D R' F2 U F2 D2 B2 R2 F' D2 F D2;2019-06-20 21:59;no;no;1561060185632;
3x3x3;00:18.957;U' B2 U' L2 U' B2 U' L' R D U2 B' U F L' B' D B U;2019-06-20 21:55;no;no;1561060185632;
3x3x3;00:24.759;B2 R2 D B2 D R2 U' F2 U' F2 L R' U' F' L' B' D F L2 D';2019-06-20 21:54;no;no;1561060185632;
3x3x3;00:25.982;R2 B2 D2 B2 U F2 D B2 F' D' L' U2 B' D' L' D2 R2 B U;2019-06-20 21:53;no;no;1561060185632;
3x3x3;00:15.993;B U' R L B R D2 R U D B2 D2 R2 F2 U2 F' D2 B' R2 F;2019-06-20 21:47;no;no;1561046031068;
3x3x3;00:21.711;D B2 F2 L2 U' F2 D' F R2 D R2 D2 F R' D U B' F' U2;2019-06-20 21:42;no;no;1561046031068;
3x3x3;00:21.444;D' R2 U F2 U L2 F2 U2 L2 R U' R D' F R' U B L2 F2;2019-06-20 21:41;no;no;1561046031068;
3x3x3;00:19.526;D2 R' B2 D2 L2 R2 F2 U2 L' B' L D L2 D' L F L D2 U';2019-06-20 21:40;no;no;1561046031068;
3x3x3;00:21.517;B2 L' F2 U' B R2 F U D' L F' B2 U F2 D' B2 D R2 U D;2019-06-20 21:34;no;no;1561046031068;
3x3x3;00:18.099;U F' R U2 R U' B D2 F2 R F' B2 R' L' D2 B2 L D2 F2;2019-06-20 21:33;no;no;1561046031068;
3x3x3;00:21.578;U L2 D' B2 F2 D' L2 F' D B2 D2 R2 U' B L R B' F;2019-06-20 21:31;no;no;1561046031068;
3x3x3;00:22.572;L' B2 R' B2 L' F2 L' D2 F2 D' R' F2 U' B' F L2 F R' U2 F;2019-06-20 21:26;no;no;1561046031068;
3x3x3;00:27.114;L' D' B' L U' D' F R' D' F U L U2 L2 D2 L' U2 L' D2;2019-06-20 21:24;no;no;1561046031068;
3x3x3;00:17.833;R2 U R2 D U L2 F2 U' L' D' B' F' U L R' D' F2 U2 L;2019-06-20 21:18;no;no;1561046031068;
3x3x3;00:19.473;D2 R2 F2 R2 F U2 B2 F2 R' F L2 U' F2 D2 B L D' F D2;2019-06-20 21:16;no;no;1561046031068;
3x3x3;00:25.551;F' L2 U B' U2 R U2 B' L2 B D B2 L2 D2 F2 L2 F';2019-06-20 21:15;no;no;1561046031068;
3x3x3;00:24.238;F U2 D L B D' F' U2 L D F2 B2 D2 R L B2 L' B2 U2;2019-06-20 21:12;no;no;1561046031068;
3x3x3;00:20.851;L2 D' L2 B2 F2 D' R2 D2 U' L D2 R2 B2 L' D' B L D2 B' R';2019-06-20 21:11;no;no;1561046031068;
3x3x3;00:16.585;B2 L2 F U2 L2 F2 L2 U2 B2 D L2 B' D2 B L' D B2 U' B2 L2;2019-06-20 21:11;no;no;1561046031068;
3x3x3;00:20.670;L U R' L' B' U D2 L F L' D2 L2 B' U2 B' R2 F2 U2 L2;2019-06-20 21:09;no;no;1561046031068;
3x3x3;00:22.245;F L' B L U2 R' U2 F2 R' B D F2 U2 D2 R2 U2 R' L D2;2019-06-20 21:08;no;no;1561046031068;
3x3x3;00:18.718;F' D L F2 D B2 D B U' F2 D R2 F2 L F2 D2 F2 L;2019-06-20 21:08;no;no;1561046031068;
3x3x3;00:21.107;R2 D2 R2 D' F2 U B2 D' L' R2 F D F2 U' B' U2 L R U';2019-06-20 21:07;no;no;1561046031068;
3x3x3;00:18.312;F2 U2 R D2 L' B2 D2 L D2 R2 F' U' R F' D2 R D' F2 R U;2019-06-20 21:06;no;no;1561046031068;
3x3x3;00:25.131;F2 L2 B D2 B2 U2 B2 R' U2 B' L' F2 D' R2 U2 D F2 B2 U';2019-06-20 21:05;no;no;1561046031068;
3x3x3;00:24.004;D2 U2 B U2 F R2 F' R2 B2 U R D' U' R' B' L' B F' U' L2;2019-06-20 21:04;no;no;1561046031068;
3x3x3;00:19.903;U2 F' D L2 B' L' F' D' R B2 D' F2 D' R2 B2 U F2 L2 F2 R2;2019-06-20 17:43;no;no;1561043583103;
3x3x3;00:19.068;R' U R L' D L2 D2 B R2 L' B L2 F2 D L2 B2 L2 U' B2 D;2019-06-20 17:41;no;no;1561043583103;
3x3x3;00:20.040;U2 F U2 L2 B2 D2 F U2 L' B' R2 D U' L B' R' D2 U2 F';2019-06-20 17:40;no;no;1561043583103;
3x3x3;00:26.968;R U2 L2 U2 R U2 L' B2 L' U B R F2 L F' D2 B2 D;2019-06-20 17:39;no;no;1561043583103;
3x3x3;00:26.229;R' D' F2 D2 L' F D2 F2 L2 U B U2 B D2 R2 F' L2 U2 B R2;2019-06-20 17:38;no;no;1561043583103;
3x3x3;00:21.878;D2 B' U' F2 B2 D' R2 D2 L' F R U2 R' B2 R2 L D2 R2;2019-06-20 17:37;no;no;1561043583103;
3x3x3;00:23.346;D2 B U' L' B' R B2 U B' U R2 D2 R2 U B2 D R2 D' R2 U2;2019-06-20 17:36;no;no;1561043583103;
3x3x3;00:24.231;U L2 D2 L2 U R2 B2 R2 B2 R F' D' L2 R2 B2 R2 B U' B2 L;2019-06-20 17:35;no;no;1561043583103;
3x3x3;00:23.274;F R2 D2 R2 U2 R2 B L2 R2 U F D F2 L D B' R B2 D2 R;2019-06-20 17:34;no;no;1561043583103;
3x3x3;00:23.344;R' D L' B' U B R' B' L B U2 L2 F2 U2 R2 D' L2 U R2 L2 D';2019-06-20 17:32;no;no;1561043583103;
3x3x3;00:19.116;L2 D2 B' R2 F U2 B' R2 F U B2 R2 D L2 R F2 L' U' R;2019-06-20 17:31;no;no;1561043583103;
3x3x3;00:18.701;D' F2 D' L2 B2 R2 F2 L' U2 R2 D' F' D' B L D' L R' U;2019-06-20 17:30;no;no;1561043583103;
3x3x3;00:22.809;B F' U2 R2 U2 F' L2 F' U2 F2 R' B' L2 D F2 L U B2 U2 F;2019-06-20 17:29;no;no;1561043583103;
3x3x3;00:21.780;B2 R' D2 R F2 R2 B2 L' B2 D' R2 F U' B' R2 U2 L' B L' R;2019-06-20 17:28;no;no;1561043583103;
3x3x3;00:25.472;D2 L D2 L2 R' F2 L' F' U R2 D' B R' B' D F L U';2019-06-20 17:27;no;no;1561043583103;
3x3x3;00:20.967;R2 B U2 F L2 B F2 D2 L' F2 R2 D U' F2 R' B D F' L;2019-06-20 17:26;no;no;1561043583103;
3x3x3;00:20.272;B2 L2 F D2 F L2 B D2 F L' B2 R2 D' B2 L2 B' U' B2 F U2;2019-06-20 17:25;no;no;1561043583103;
3x3x3;00:21.306;R2 F U2 B F D2 U2 L2 U2 B' R2 U R' B L' R' U F' L' F';2019-06-20 17:24;no;no;1561043583103;
3x3x3;00:24.511;D2 B L2 U2 F L2 U2 B D2 B R D L U R D' R' F D' F';2019-06-20 17:23;no;no;1561043583103;
3x3x3;00:18.423;D' L' F2 D' F' D F2 D B L' U L' D2 L F2 L2 B2 R' U2;2019-06-20 17:22;no;no;1561043583103;
3x3x3;00:17.967;B2 D L2 R2 D' L2 D U B U F' L2 F2 R F R U2 R F';2019-06-20 17:21;no;no;1561043583103;
3x3x3;00:24.178;R U2 L' F2 D' R' B D L' U2 L2 U2 D2 F2 U2 B' R2 F2;2019-06-20 17:20;no;no;1561043583103;
3x3x3;00:22.725;F2 D' L2 B2 D2 B2 D' U' L' B U B' L' D U B' F D' U';2019-06-20 17:18;no;no;1561043583103;
3x3x3;00:14.756;L' U2 L U2 R' D2 R U2 L2 U' L R2 U2 F R D' B L B2 D2;2019-06-20 17:16;no;no;1561043583103;
3x3x3;00:21.291;B2 F' L2 F' R2 F' D2 R2 U L' R U L' D' F' U R2 D2 B';2019-06-20 17:14;no;no;1561043583103;
3x3x3;00:21.196;U' B' L2 U B' R F2 L F D' B U2 F2 L2 U' R2 U2 D';2019-06-19 17:51;no;no;1560863651057;
3x3x3;00:22.628;U R2 U' L2 F2 L2 D L2 F2 U' L F' D' F R' F2 D B D2 F2;2019-06-19 17:50;no;no;1560863651057;
3x3x3;00:19.320;U2 R2 F R2 F' U2 F' U2 B2 U L' R' B' U2 R F R U R' D';2019-06-19 17:48;no;no;1560863651057;
3x3x3;00:20.033;L B' U' F R' B U2 L2 U' F D L2 U2 D2 B R2 F' D2 B2 U2 F;2019-06-19 17:47;no;no;1560863651057;
3x3x3;00:21.299;B U B U' D' B R U B2 L2 B D2 L U2 L F2;2019-06-19 17:46;no;no;1560863651057;
3x3x3;00:15.466;F2 L2 B2 U F2 D L2 F2 L2 R B R2 F L' D L U' R D2 R';2019-06-19 17:45;no;no;1560863651057;
3x3x3;00:17.156;F2 L2 D2 U2 F D2 B2 F2 L D' L F2 L F2 D L2 U L2;2019-06-19 17:44;no;no;1560863651057;
3x3x3;00:21.053;U2 L' D2 L R F2 D2 F2 R' D' B' D' U' B D2 L' D L2 B;2019-06-19 17:43;no;no;1560863651057;
3x3x3;00:19.035;U2 L2 D' R' L2 B' L F2 R B' R D' R2 D' B2 U B2 U B2;2019-06-19 17:43;no;no;1560863651057;
3x3x3;00:23.849;D' B2 U L2 U2 F2 D' F2 U' R U B' D' B' F' R B2 D' L2 F U2;2019-06-19 17:42;no;no;1560863651057;
3x3x3;00:20.763;F' D R F2 R' B' L' F' U B2 U2 F2 L2 D F2 B2 D2 R2 U;2019-06-19 17:40;no;no;1560863651057;
3x3x3;00:17.405;B U2 L2 R2 F' U2 L2 B' D' B U2 L' U2 F' L D L2 D2 R;2019-06-19 17:39;no;no;1560863651057;
3x3x3;00:21.978;R' F U2 L' F2 L U B' R F2 B U2 B' U2 L2 B2 U2 F2 U2 L2;2019-06-19 17:38;no;no;1560863651057;
3x3x3;00:22.264;U2 R D2 L' U2 L B2 R D' U2 B2 D2 L2 R' F' D2 R2 D U2;2019-06-19 17:37;no;no;1560863651057;
3x3x3;00:22.032;F2 D2 R2 B L2 B2 U2 F' U2 F L F D U2 L D L R' U2 F';2019-06-19 17:36;no;no;1560863651057;
3x3x3;00:20.743;F2 U2 L' B2 U2 L' R' B2 U2 L F L U2 B F2 U R D L' U2;2019-06-19 17:34;no;no;1560863651057;
3x3x3;00:20.322;F2 R2 B2 R2 U' L2 R2 F2 D' B2 U2 F L' F D2 B' R2 D B R2;2019-06-19 17:33;no;no;1560863651057;
3x3x3;00:19.476;U2 R' B2 R U2 R B2 U2 L' F2 L' F' U' R2 B D' L F' L' F';2019-06-19 17:32;no;no;1560863651057;
3x3x3;00:22.596;F2 L2 D' F2 R2 B2 L2 D R2 D2 B U L' U2 R F' R2 D' L2 F;2019-06-19 17:17;no;no;1560863651057;
3x3x3;00:17.472;F' U2 B2 F R2 U2 F' R2 U2 L' B2 R' U B' L2 D2 L;2019-06-19 17:16;no;no;1560863651057;
3x3x3;00:19.445;R' L' D' F2 B2 L D R B2 D F B2 R2 B L2 F' R2 U2 B2;2019-06-19 17:14;no;no;1560863651057;
3x3x3;00:26.613;F2 D2 L U2 F2 L' B2 L R F' D2 B' D B2 R' D2 B' D' U F;2019-06-19 17:13;no;no;1560863651057;
3x3x3;00:20.783;F2 L U2 F2 U2 R2 F2 U2 L2 U' L2 R B F D' L' B2 R' U' L;2019-06-19 17:11;no;no;1560863651057;
3x3x3;00:21.133;B U2 B2 L2 U2 L' B U2 R D' F U2 F' D2 R2 D2 F2 D2;2019-06-19 17:10;no;no;1560863651057;
3x3x3;00:23.335;D' R2 U' F2 L2 U' B2 L2 R2 U' L D2 U2 F' R' D2 L' B' F2;2019-06-19 17:09;no;no;1560863651057;
3x3x3;00:20.865;U2 F2 U2 B U2 B' R2 U2 F U' L2 B F2 L2 R U B R' B U;2019-06-19 17:08;no;no;1560863651057;
3x3x3;00:21.672;B' D2 U2 F2 U2 B' U2 B D2 B R' U2 F' D F U2 B U' L2;2019-06-19 17:07;no;no;1560863651057;
3x3x3;00:19.608;L2 D2 R2 U F2 U' B2 D2 B U' B2 L U L2 B2 L F L';2019-06-19 17:07;no;no;1560863651057;
3x3x3;00:21.692;D' L2 U' L2 B2 U' R2 F' D L D2 R2 B D' R' B2 F' D2;2019-06-19 17:06;no;no;1560863651057;
3x3x3;00:19.748;B R' F L F U L F2 D' R' L2 B U2 F' U2 L2 F' L2;2019-06-19 17:04;no;no;1560863651057;
3x3x3;00:18.678;B2 R' D2 F U F2 D2 F B2 U R' U2 F2 L D2 L' U2;2019-06-19 17:03;no;no;1560863651057;
3x3x3;00:22.439;R F2 D2 F' D2 B' L2 B2 R' U B2 U2 L2 B R2 B' R2 F' L2;2019-06-19 17:01;no;no;1560863651057;
3x3x3;00:18.817;R2 F2 R' D2 L' R2 B2 R F2 D' L' U2 B F2 D U2 R U' L2 F';2019-06-19 17:00;no;no;1560863651057;
3x3x3;00:21.604;R2 U2 F2 R2 U2 B L2 B L2 F' R' U' B L2 B' R' U' F2 L R;2019-06-19 16:57;no;no;1560863651057;
3x3x3;00:21.480;D B2 U F2 U' F2 R' F D2 L B' F D2 L' B D F U2;2019-06-19 16:56;no;no;1560863651057;
3x3x3;00:21.788;L U2 R' U2 L D2 F2 D2 R' D2 U2 F L F2 D B2 L' D' L2 F2;2019-06-19 16:55;no;no;1560863651057;
3x3x3;00:21.551;U2 B2 D2 U2 B L2 B' U2 R2 U2 L B' U' B F L' D' B' L R2;2019-06-19 16:53;no;no;1560863651057;
3x3x3;00:25.618;L U' R2 D2 B U2 B' D R2 F' B2 R2 D2 F2 L' F2 R' L2 F2;2019-06-19 16:51;no;no;1560863651057;
3x3x3;00:20.491;L2 F2 U' R2 D R2 F2 L2 F U' R' D' L2 F R2 B2 R D2 L;2019-06-19 16:51;no;no;1560863651057;
3x3x3;00:25.318;F2 U2 L2 B' R2 B' R2 F R B D' U B' L R' B' L' D U;2019-06-19 16:48;no;no;1560863651057;
3x3x3;00:18.027;B2 U2 R' B2 L U2 R D2 R F' R' B' D L2 B F D B R';2019-06-19 16:47;no;no;1560863651057;
3x3x3;00:24.512;B' L2 B2 L D' F' R2 L U R' B L2 B2 R2 L2 U' D' B2 U' L2;2019-06-19 16:46;no;no;1560863651057;
3x3x3;00:22.058;D2 F2 D' B2 U2 L2 R2 U' F' D2 L R2 B' L2 F R2 U2 B' D';2019-06-19 16:44;no;no;1560863651057;
3x3x3;00:21.161;L U B2 U F2 U R' L2 F' B2 D R' F2 U2 L' U2 R' L2 F2;2019-06-19 16:43;no;no;1560863651057;
3x3x3;00:18.840;L B' D' B' R2 B' L B' U D' F2 L F2 D2 B2 U2 F2 R' U2 L;2019-06-19 16:42;no;no;1560863651057;
3x3x3;00:21.543;R2 F L2 B2 U2 L2 D2 B' U B2 L R2 B' R2 U2 L' B D2 L';2019-06-19 16:41;no;no;1560863651057;
3x3x3;00:19.533;D2 L2 B D2 F U2 R2 F2 U2 B L2 U R' F' D B' R' F U' R2;2019-06-19 16:40;no;no;1560863651057;
3x3x3;00:17.773;L2 D L U R' B' U R2 F B2 U2 F2 D L2 D2 R2 U' F2 R2 L2;2019-06-19 16:40;no;no;1560863651057;
3x3x3;00:27.727;D L2 F2 D F2 R2 F2 U B' R U2 R2 D' B2 D2 U' B D2 F;2019-06-19 16:39;no;no;1560863651057;
3x3x3;00:17.420;B R2 F R2 U2 F2 D2 F' L2 F2 L D2 L' F' U' B D2 B2 R2 F';2019-06-19 16:38;no;no;1560863651057;
3x3x3;00:26.017;B2 L2 D2 F' R2 B' R2 B U' B2 U' L R2 B2 U' F' L F2 L';2019-06-19 16:36;no;no;1560863651057;
3x3x3;00:24.006;R2 U' F L D2 R2 D R' U2 F' D B' L2 U2 R2 B2 L2 F R2;2019-06-19 16:35;no;no;1560863651057;
3x3x3;00:23.064;B2 R' U2 D' F D' B2 D B2 U F2 D2 L2 B R2 F' U2 B;2019-06-19 16:34;no;no;1560863651057;
3x3x3;00:23.110;U' F' L2 U2 L2 B R' U2 B D R U F2 L2 U2 R2 L2 B2 U L2;2019-06-19 16:33;no;no;1560863651057;
3x3x3;00:21.339;B R2 B' F2 U2 B' D2 U2 F' U' F2 U2 L' U' B2 R D F2 D B2;2019-06-19 16:31;no;no;1560863651057;
3x3x3;00:24.199;R' U2 R B2 R D2 U2 F2 L' D' B L B D' R2 F D' L' D' R2;2019-06-19 16:29;no;no;1560863651057;
3x3x3;00:22.385;F2 L' F2 L R' B2 D2 R2 F' L D F U F' L' B R2 F R2;2019-06-19 16:27;no;no;1560863651057;
3x3x3;00:23.200;B L2 R2 F' L2 B' U2 F2 L F L' F2 R U B L2 U F R2;2019-06-19 16:26;no;no;1560863651057;
3x3x3;00:17.163;R2 B2 U' B2 R2 U' F' R' L' B L2 F2 D2 F' U2 F' R2 F U2;2019-06-18 17:56;no;no;1560863651057;
3x3x3;00:14.256;U2 L' B' R2 F2 B2 U2 R' F U' L2 U2 D2 F' L2 D2 L2 F' B' U2;2019-06-18 17:51;no;no;1560863651057;
3x3x3;00:24.453;L U2 F2 D2 F2 L' R2 F2 R2 D2 U' L2 R' B2 F' U' R2 B' F D' R2;2019-06-18 17:50;no;no;1560863651057;
3x3x3;00:19.444;D2 B2 D' B' L' F' U' F' D' R' F' L2 U2 D B2 L2 D2 F2 L2;2019-06-18 17:49;no;no;1560863651057;
3x3x3;00:19.047;R2 D2 B2 D2 B R2 B2 U2 F L' R' D2 R D' R D F' R2 D U';2019-06-18 17:48;no;no;1560863651057;
3x3x3;00:23.567;U' B2 F2 R2 B2 D2 R2 U2 L F' D' R2 D2 U F L2 F' R U2 R';2019-06-18 17:46;no;no;1560863651057;
3x3x3;00:17.588;L U' B' U D R' L F R2 B D' R2 U' R2 B2 U' D2 R2 D2 B2;2019-06-18 17:43;no;no;1560863651057;
3x3x3;00:19.320;B' R2 U2 R2 F2 U2 F L2 R2 F D B' R D' R' U B' D' F';2019-06-18 17:41;no;no;1560863651057;
3x3x3;00:19.911;R2 F2 U' F2 U2 B2 L2 D' R2 U' B' U' L' D2 U F' R2 B D B';2019-06-18 17:40;no;no;1560863651057;
3x3x3;00:23.746;L D F' U' B' D' R' B' D2 L U' B2 U2 B2 D2 F' R2 B R2 U2;2019-06-18 17:39;no;no;1560863651057;
3x3x3;00:21.659;F U2 R' F' R L' U2 B U' D F R2 B' R2 B' R2 B2 D2 R2 F;2019-06-18 17:38;no;no;1560863651057;
3x3x3;00:19.682;D2 F D R F' L2 D2 L2 U' F U L2 F2 B2 U2 B2 L2 U' R2;2019-06-18 17:37;no;no;1560863651057;
3x3x3;00:17.976;R2 B2 U' B2 U2 F2 U B2 L F R2 B L U' L R2 F2 D B U;2019-06-18 17:36;no;no;1560863651057;
3x3x3;00:20.143;R' F2 L U2 L2 D2 L2 B2 D2 F L2 D' L' R' B2 L2 B D R' B2;2019-06-18 15:55;no;no;1560863651057;
3x3x3;00:19.137;B' U2 F' L2 B' R2 F2 D2 F' L' U F2 D' B2 L B' R U' R U';2019-06-18 15:54;no;no;1560863651057;
3x3x3;00:26.796;L2 F' R2 D2 F2 U2 B' D2 F' L2 F U' L B' D' B2 F2 L U2 R';2019-06-18 15:53;no;no;1560863651057;
3x3x3;00:19.458;L2 B' R2 U2 B R2 B' U2 F R U2 F2 U F U' L' D2 U2 F';2019-06-18 15:52;no;no;1560863651057;
3x3x3;00:19.387;D2 U L2 U F2 U' R2 F2 U R U2 F R' U2 L B' U2 F' D2 B;2019-06-18 15:51;no;no;1560863651057;
3x3x3;00:19.849;D F2 B' R' F L2 B2 R D2 B2 R' B' U2 L2 F2 R2 L2;2019-06-18 15:48;no;no;1560863651057;
3x3x3;00:22.392;D2 L2 R2 D L2 U L2 B2 D2 R' B2 D2 F2 R U' R2 U B F' U;2019-06-18 15:48;no;no;1560863651057;
3x3x3;00:19.696;F2 U2 B2 F2 U2 L U2 B' L D B2 R' B D2 R' F R F';2019-06-18 15:47;no;no;1560863651057;
3x3x3;00:22.861;U D2 R' U2 L F' D' B' R L2 B' U R2 U2 F2 U2 D F2 U2 L2;2019-06-18 15:46;no;no;1560863651057;
3x3x3;00:21.148;B2 F2 L2 D' B2 D' L2 R2 U' B L2 F' R2 D' B2 F' R' U L';2019-06-18 15:45;no;no;1560863651057;
3x3x3;00:17.820;D2 F2 L' D2 L R U2 B2 R' F2 R F D F U R U F L' F;2019-06-18 15:44;no;no;1560863651057;
3x3x3;00:28.271;D2 B U2 L2 D2 F L2 F' R2 B2 U' R2 B' U F L' U R2 B' U2;2019-06-18 15:43;no;no;1560863651057;
3x3x3;00:21.228;F L U' L' D L B U D2 F' R F' L2 F L2 B2 D2 F' R2;2019-06-18 15:41;no;no;1560863651057;
3x3x3;00:26.020;F2 D2 F U2 F' U2 L2 F L2 F2 U' L2 U' F' U' R' B F D' R';2019-06-18 15:40;no;no;1560863651057;
3x3x3;00:17.124;R2 U2 F2 L' F2 R U2 F2 L' R' F R' B F D' B2 R' D2 L' F2;2019-06-18 15:39;no;no;1560863651057;
3x3x3;00:24.979;L' D2 B L' D L U' R2 D' F U L2 F2 D' R2 B2 U' D' L2 U;2019-06-18 15:38;no;no;1560863651057;
3x3x3;00:21.366;B' R' B' D' L F R F2 L2 F L' D2 R2 D B2 D R2 B2 U2;2019-06-18 15:37;no;no;1560863651057;
3x3x3;00:21.613;D' F2 L U' B' D F B2 R' U F R' U2 B2 U2 R F2 R2 L';2019-06-18 15:36;no;no;1560863651057;
3x3x3;00:22.016;R F U B' R U' D' F2 L B' R' U L2 U D2 L2 U L2 D';2019-06-18 15:35;no;no;1560863651057;
3x3x3;00:20.191;L2 B' L2 R2 B2 L2 B' D L2 D' F2 L' R' D' B2 F2 L F';2019-06-18 15:34;no;no;1560863651057;
3x3x3;00:20.361;F2 D' U B2 D' F2 R2 U2 R F' L' D F U2 B R B' F L2;2019-06-18 15:32;no;no;1560863651057;
3x3x3;00:24.913;B2 R B2 F2 D2 L' D2 R' D R2 D' B L2 U F L2 B2 R' B;2019-06-18 15:31;no;no;1560863651057;
3x3x3;00:20.084;L2 U2 R2 D' L2 B2 F2 U F2 U2 B2 R U F2 R' U B D2 B F2;2019-06-18 15:30;no;no;1560863651057;
3x3x3;00:20.019;B2 L2 B F' L2 U2 B' D2 B D' F' R' F L R2 U B' F L F2;2019-06-18 15:29;no;no;1560863651057;
3x3x3;00:19.088;R2 F2 L2 D2 U' L2 D2 L D2 B' U2 R' U2 B' F D' L2 B' F2;2019-06-18 15:28;no;no;1560863651057;
3x3x3;00:21.868;D2 F' L2 R2 F U2 F' L2 R' U F' U B D' B' D2 F U' L2;2019-06-18 15:27;no;no;1560863651057;
3x3x3;00:20.522;B2 D2 L2 R2 D R2 B2 U2 R2 B2 R B L2 D U2 L' R D' B2 F2;2019-06-18 15:26;no;no;1560863651057;
3x3x3;00:17.353;R2 U2 R2 B D2 U2 F' L D2 U' B U B' R' B2 D2 R2 U;2019-06-18 15:23;no;no;1560863651057;
3x3x3;00:17.515;B R2 F2 B2 D B' R' F2 B' D F2 D2 B U2 F R2 F D2 B2;2019-06-18 15:23;no;no;1560863651057;
3x3x3;00:18.559;U2 R2 D2 F2 U2 F' R2 F2 R2 F L2 U' L2 F' U2 R' D L' U R;2019-06-18 15:22;no;no;1560863651057;
3x3x3;00:20.262;L2 U2 B2 L2 D B2 D' F2 D2 B2 R' B' F2 U' F' U' F L U' L2;2019-06-18 15:21;no;no;1560863651057;
3x3x3;00:25.787;B U' L F' U D2 B2 D B R2 B2 U2 R2 B2 U2 D' R2 D' B2;2019-06-18 15:20;no;no;1560863651057;
3x3x3;00:21.381;F L U' F' B L2 D L2 F2 D' L U' R2 D B2 D' L2 U' B2 D;2019-06-18 15:19;no;no;1560863651057;
3x3x3;00:22.476;F2 R' F2 R' U2 L' B2 L D L' F L2 B' L U2 R' U' B' R2;2019-06-18 15:18;no;no;1560863651057;
3x3x3;00:23.852;F R D2 B U D R U2 F2 R F' D' R2 D2 F2 U R2 D';2019-06-18 15:17;no;no;1560863651057;
3x3x3;00:20.212;U2 R' U2 R F2 U2 B2 R2 B R' D F' U2 L2 F U' B D F;2019-06-18 15:16;no;no;1560863651057;
3x3x3;00:24.701;R2 D2 L2 U' B2 F2 U L' R' U2 L F L' B' F2 U' L2 U;2019-06-18 15:15;no;no;1560863651057;
3x3x3;00:24.353;L' B2 R' U2 L F2 R B2 F R' B' U2 R2 U R B2 L' R U';2019-04-08 21:58;no;no;1554752512698;
3x3x3;00:21.985;U2 F2 U F U B' L' B U2 D2 B' L D2 F2 D2 R' B2 R D2;2019-04-08 21:57;no;no;1554752512698;
3x3x3;00:20.969;D' L' B' U2 L B L' U2 F' U D2 F2 B U2 F R2 B' L2 F;2019-04-08 21:56;no;no;1554752512698;
3x3x3;00:23.243;L U2 B2 L2 U2 L R' D B L' B2 R' F' D F' R' B' F';2019-04-08 21:52;no;no;1554752512698;
3x3x3;00:19.827;R F D' R' B2 D' R2 L' B' R L' F' L2 F U2 B2 R2 F L2 F';2019-04-08 21:51;no;no;1554752512698;
3x3x3;00:23.271;U L2 F L' D2 R' U2 B' U' F' U2 F2 R2 U L2 D2 R2 U B2 D;2019-04-08 21:50;no;no;1554752512698;
3x3x3;00:17.346;B2 D F2 L2 U' L2 R2 F2 D R2 B R' D2 L U2 L' U' L;2019-04-08 21:50;no;no;1554752512698;
3x3x3;00:22.259;L2 U L2 R2 D U B2 D' R2 F' D2 L B U R' B2 L' B2 U' L';2019-04-08 21:49;no;no;1554752512698;
3x3x3;00:20.090;U' B2 F2 U2 F2 D' F2 D L2 B L D U2 L' R' B2 R' B L' U;2019-04-08 21:47;no;no;1554752512698;
3x3x3;00:25.543;B U2 L2 U2 F D2 L2 B L2 R' U L2 D' B F2 U' B' R2 F2 L;2019-04-08 21:46;no;no;1554752512698;
3x3x3;00:24.472;L' R' B2 F2 L F2 L' U2 R B' L D' L R' U L2 R' B2 L2;2019-04-08 21:45;no;no;1554752512698;
3x3x3;00:25.793;D2 R2 D2 R2 U2 F2 L' B2 L B' F R' D2 R' D L B' R2 D2;2019-04-08 21:43;no;no;1554752512698;
3x3x3;00:23.052;F2 U' B2 F2 R2 D L2 D2 R' U' F R' B' F L B2 F' D2 B';2019-04-08 21:42;no;no;1554752512698;
3x3x3;00:20.783;R L2 U' R D' R2 D' F R' U' F R2 B' D2 F D2 F2 U2 B' D2;2019-04-04 14:49;no;no;1554376707994;
3x3x3;00:20.975;F2 D' R2 F2 D2 U2 L2 U2 B U' F' U B' U2 B2 F R' D' R2;2019-04-04 14:48;no;no;1554376707994;
